,Unnamed: 0,data,label,Unnamed: 0.1
5949,5949,Hàng đẹp và thời gian giao hàng rất nhanh . ,1,
5950,5950, Chất lượng sản phẩm tuyệt vời. Mặc dù đưa nhầm sz nhưng vẫn đánh giá 5sao do chủ shop nhiệt tình và chất lượng rất ok,1,
5951,5951," Chất lượng sản phẩm tuyệt vời
Giao siêu nhanh. Tối đặt mà sáng sớm đã giao rồi",1,
5952,5952," Đóng gói sản phẩm rất đẹp và chắc chắn 
 Chất lượng sản phẩm tuyệt vời",1,
5953,5953, Chất lượng sản phẩm tuyệt vời  tem mác đầy đủ. Đongs gói đẹp. Đậc biệt shop phục vụ tốt. ,1,
5954,5954,k co vòi phung nước như giới thiệu quá thấp k chứa được nước,0,
5955,5955,Ưng ý với sản phẩm của shop lắm,1,
5956,5956,Tôi đặt 3 đôi mà sao lại giao có 2 đôi vậy?,0,
5957,5957,"Sản phẩm đẹp, cầm chắc chắn , máy chạy 6 kim oki chuẩn giờ, đúng như quảng cáo
 Rất đáng tiền",1,
5958,5958,Dầu dỏm,0,
5959,5959, Shop phục vụ rất kém giao nhầm hàng cho mình mình inbox cũng ko trả lời,0,
5960,5960, Chất lượng sản phẩm kém.vải mỏng dính,0,
5961,5961,nhìn cây son giống như xài r. đóng gói cẩu thả. tui mua son nhìu. mà lần này cây son nó kì vậy. hộp trong thì bị dơ. đầu thỏi son bị mất 1 lỗm. xung quanh nhìn như có dấu tay vậy? đề nghị làm rõ.,0,
5962,5962,rất  dễ  thương...  Cưng  quá  shop ơi!!! ,1,
5963,5963,Đô Hút tôt  Chất lượng sản phẩm tuyệt vời,1,
5964,5964,Ổn so với tầm giá,1,
5965,5965, Đóng gói sản phẩm rất kém Shop phục vụ rất kém. Đổ hết cả nước có chưa dến 20k 2sp đi trả hàng à? ,0,
5966,5966,Hàg tốt. Giá tốt 👌🏻,1,
5967,5967,Đúng như hình ,1,
5968,5968,Sản phẩm sài rất hài lòng...,1,
5969,5969,Đang hay cho tới khi đọc đến Pin  .  Không hiểu sao con máy to thế lại nhét viên pin dung lượng tý xíu vào.,0,
5970,5970,"Giao hàng nhanh
Chưa sd nên chưa bít dc kq",1,
5971,5971, Chất lượng sản phẩm tuyệt vời.hàng đúng mẫu mã đã chọn đóng gói đẹp.cho 5☆,1,
5972,5972,Đóng gói cẩn thận đẹp. Giao hàng nhanh,1,
5973,5973,Nếu có 10* thì đánh giá 10* mất . Đồ quá rẻ so với giá luôn..! Cưng dễ sợ,1,
5974,5974,"shop nên đóng gói bọc thêm lớp chống sốc như mọi khi.
đợt này 2 túi sp bị rách khá lớn ,sp bị mất mùi
mọi người nhận hàng kiểm tra bên ngoài cho kỷ trước khi mở thùng xem hạt có bị rớt ra ngoài k!! 
NẾU MỞ THÙNG RỒI K DC HỔ TRỢ ĐỔI TRẢ",0,
5975,5975,Mình không biết pbiet auth fake đâu cứ tin tưởnh shop mà dùng thôi ạ nhưng nhìn kĩ thì thấy cũng chuẩn đét ạ giá tốt nên sẽ ủng hộ tiếp. Về kem chống nắng thì dùng cực thích ạ kem thấm nhanh đều không loang lổ và không nhờn rít đâu ạ kiểu trong suốt rất (Y),1,
5976,5976,Moi su dung lan dau. Chua biet chat luong co hieu qua hay khong nhung sp de uong mui cung thom. ,1,
5977,5977,khó sử dụng bị chảy nước mỗi lần ấn nước xịt ra thì chảy ướt hết cả quần áo mình đang ủi...,0,
5978,5978,Máy hút yếuhút xong ngực còn đau mấy hôm sau luôn.ko hút dc nhiều sữa.hút máy ko ra sữa nhưng cho bé bú sữa vẫn ra nhiều.hix,0,
5979,5979,Đã nhận được hàng ship hàng nhanh đóng gói khá tốt nên chèn thêm giấy hoặc xốp sản phẩm tốt khá mát.,1,
5980,5980,Mềm hơn so vs hươu rất hài lòng,1,
5981,5981,Đây là hàng Trung Quốc ko phải xuất dư Châu Âu. Nhãn mác là Trung Quốc. Tuy chất lượng cũng khá nhưng mà nên nói đúng xuất xứ hàng hoá,0,
5982,5982,k cam pin,0,
5983,5983,Sản phẩm nhìn đẹp. Shop rất ok. Đợi sale hoac mgg mua tiếp,1,
5984,5984,Nghe dc. Phù hợp giá tiền.,1,
5985,5985,Chủ shop nhiệt tình dễ thươngquan tâm kháchgiao hàng nhanh.Shop còn tặng quà là miếng mặt nạ mắt nữađúng cái mình đang cần.Sẽ ủng hộ shop dài dài,1,
5986,5986,Ban ma ko dua cap de sạc cai loa buon ban vay ko Ok cho lam ko du phu kien,1,
5987,5987, Chất lượng sản phẩm rất kém. Dán ko dính. Miếng dÁn cắt ngược. Ko giống hình.,0,
5988,5988, Chất lượng sản phẩm kém Đóng gói sản phẩm kém Shop phục vụ kém Không đáng tiền Rất không đáng tiền Thời gian giao hàng rất chậm,0,
5989,5989, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Dep,1,
5990,5990,thích lắm luôn shop ơi :))  chúc shop buôn may bán đắt và luôn có những giày chất lượng như vậy <333,1,
5991,5991,Đồng hồ rất đẹp mình rất ưng. Shop rất nhiệt tình và thời gian giao hàng rất nhanh. Cám ơn shop,1,
5992,5992,Hứng hút sữa tốt luôn. Dành cho mẹ nào nhiều sữa. Cho con bú 1 bên mà bên kia chảy tong tong nhé,1,
5993,5993,"Giày đẹp nhưng bị lỗi đèn 1 xíu. Ngại đổi trả nên shop hứa lần sau bù quà km. 
Dhop phục vụ rất tốt",1,
5994,5994, Chất lượng sản phẩm rất kém. Mở loa max rè kinh khủng luôn ấy ,0,
5995,5995,Đang xài Surface pro 3. Quá tuyệt vời.,1,
5996,5996,Sản phẩm chất lượng tốt! Shop rất chu đáo dễ thương! Đóng gói cẩn thận và giao hàng rất nhanh! Chúc shop ngày càng đông khách,1,
5997,5997,Địt con bà :) wrgerwgrejkẲNKLGNJAWRSKLGHEASRKLGHNJWDSkl;ahjfaslk;ghjsafl;gvsadfcads,0,
5998,5998,Sản phẩm đóng gói và nguyên hộp. Chất lượng hiện tại mình xài khá tốt. Không nóng sạc vào ipX với tốc độ đầy bin trong mức an toàn. 9 điểm cho sản phẩm và mẫu mã.,1,
5999,5999,Mạng yếu,0,
6000,6000, Chất lượng sản phẩm tuyệt vời.  Đóng gói sản phẩm rất đẹp và chắc chắn. Thời gian giao hàng rất nhanh. Rửa xong da khô căng quá :'<<,1,
6001,6001,hàg fucking mother,0,
6002,6002,Chào Tiki mình có đặt mua trọn bộ 3 tập bìa cứng và được giao vào Thứ Hai ngày 16/7 nhưng cuốn 1 mình bóc vỏ thì thấy ố màu vàng rất nhiều giấy ở trong cũng bị như vậy. Không biết Tiki có chính sách đổi trả hàng lỗi như thế này không ạ?,0,
6003,6003,Chai lau giầy rất cũ như sd rùi yk.dán băng dính 1 vòng sợ lắm bung,0,
6004,6004,Sản phẩm không ứng ý lắm vỏ ngoài xước xát nhiều. Lõi lọc bị rạn nhựa không tốt đường viền cắt nham nhở. Trông giống hàng mã. Nói chung là thất vọng. Được cái là lọc chậm mác lõi ghi là đồ hàn quốc nên cũng đỡ lo hơn một chút.,0,
6005,6005,Hàng giống như hình tản nhiệt êm tiếng nhỏ giao hàng nhanh cho shop 5sao,1,
6006,6006,Chắc chắn nhưng hơi ngắn =)),1,
6007,6007,Lấy 6s mà đưa 6plus,0,
6008,6008,Mình dùng bị lên mụn. Chắc do ko hợp :((((,0,
6009,6009," Chất lượng sản phẩm tuyệt vời
 Shop phục vụ rất tốt
Còn nhận được cả quà tặng kèm từ shop nữa 😙",1,
6010,6010, Shop phục vụ rất tốt shop rất đáng yêu mua hàng còn được tặng 1 túi hoa lavender khô rất thơm.,1,
6011,6011, Chất lượng sản phẩm tuyệt vời. rất nhừ và nhanh ,1,
6012,6012, Chất lượng sản phẩm rất kémvề xay miền dưa hấu là hỏng hẳn luôn,0,
6013,6013,giao hàng rất nhanh.sách mặc dù còn trong bọc kính nhưng khi mở ra lại rách 2 trang đầu,0,
6014,6014,Để có tặng thảm đến khi giao thì ko có thảm gì hết chán thật ,0,
6015,6015,Giao hàng cực nhanh m ít xàu son hàn mà e này ưng quá k khô môi như k thoa son giữ màu lâu luôn,1,
6016,6016,Đóng gói sản phẩm kém Chất lượng sản phẩm kém,0,
6017,6017,Giao hàng lỗi màng hình. Giao sai màu. Định trả lại nhưng thôi. Vì ko bao nhiêu.,0,
6018,6018,Giao hàng nhanh đóng gói chắc chắn cẩn thận  sẽ tiếp tục mua hàng tại shop.,1,
6019,6019, Chất lượng sản phẩm tuyệt vời nên đã mua thêm 2 đôi rất đáng để mua 😍,1,
6020,6020,Sp tam duoc nhung may  bi ken vai  .thoi gian co hag hoi cham ,1,
6021,6021,k được như quảng cáo. phần mút chống xước khi kẹp điện thoại dán rất tồi.,0,
6022,6022,Đựng nước cho vào bình để ngăn đá mà bình nứt toác hết.. cả 2 bình đều bị Chất lượng sản phẩm rất kém,0,
6023,6023,ngọt wá. cay wá. ướt wá tạm đc. đúng với giá tiền,0,
6024,6024,Đặt da trắng mà giao lưới trắng rất k hài lòng ,0,
6025,6025, Chất lượng sản phẩm rất kém Không sạc được luôn,0,
6026,6026,GIAO HANG NHANH DONG GOI KY DONG HO DEP OK SHOP,1,
6027,6027," Chất lượng sản phẩm rất kémSạc đểu, sạc ko vào điện, dùng 1 lúc là hết pin
 Rất không đáng tiền",0,
6028,6028,Sản phẩm giống hình.tốt,1,
6029,6029,Cài sao z shop ơi,1,
6030,6030,Gửi nhầm hàng đặt màu nude thì giao màu đen. Hàng có nh vết keo ,0,
6031,6031,Giao hàng mở ra xem thì thấy lỗi. K thể chấp nhận đuọc,0,
6032,6032," Đóng gói sản phẩm tốt
Màu đẹp
Son không mùi, mịn và nhẹ môi
Không lì nhiều. ",1,
6033,6033,kiếm cái logo táo dán lên mặt sau nữa là y chang luôn !,0,
6034,6034,Hạt hơi nhỏ nhưng bùi và thơm ngon.   Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,1,
6035,6035,sản phẩm nhận đc màu đậm hơn. Phần nhựa kéo cặp rất dễ gãy còn dây treo cặp trên đầu thì cũng tả tơi.,0,
6036,6036,Hàng vừa mở ra đã hư  Chất lượng sản phẩm rất kém,0,
6037,6037,Max đẹp....hơi nặng chút nhưng oke! 5 sao cho sp😉,1,
6038,6038,Sản phẩm không tốt ... không sử dụng được !,0,
6039,6039, Đóng gói sản phẩm chắc chắn  Thời gian giao hàng nhanh tiền nào của đó Thời gian giao hàng nhanh cân nhiều lần ko có lệch,1,
6040,6040,Ngon ngon ngon!!!,1,
6041,6041,may mua ko co song ko dung dc Ma ko biết cách doi lai,0,
6042,6042,giống hình quảng cáo. đáng tiền,1,
6043,6043, Đóng gói sản phẩm rất đẹp và chắc chắn . Bọc trong hộp và đựng dây trong bọc rất chắc chắn . Có gồm giấy bảo hành sử dụng đc tốt . Khuyến khích mọi ng mua,1,
6044,6044,Chất lượng Sp kém. Len xấu ,0,
6045,6045, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh mới đặt hôm wa hôm nay đã giao rất thích lun,1,
6046,6046,"-Đóng gói sản phẩm rất đẹp và chắc chắn

- Chất lượng sản phẩm tuyệt vời
-Quá hài lòng 😘😘",1,
6047,6047, Chất lượng sản phẩm tuyệt vời Siêuuuuuuu đẹppppppp Đóng gói sản phẩm rất đẹp và chắc chắn,1,
6048,6048,Cũng có suy nghĩ giống bạn. Đút 6s vào túi hơi cấn,0,
6049,6049,Khu mình ở nông thôn sóng ko được mạnh và ổn định lắm. Tuy nhiên cũng khá ổn khi dùng sim Viettel. Hài lòng (thời gian giao hàng nhanh gói hàng cẩn thận cả 2 sim đều dễ dàng sử dụng Shop buôn bán rất có tâm),1,
6050,6050,Giay hoi cung .tam duoc ,1,
6051,6051,Trong lúc lắp ráp. Mình siết nhẹ thì các khớp nối không giữ được (thanh treo sẽ bị tụt xuống). Còn vặn chạy là bị vỡ ra hỏng luôn. Nói chung là thật sự thất vọng. Tiki cần kiểm tra nguồn hàng kĩ hơn.,0,
6052,6052,IP7 mà không nâng cấp Camera với thời lượng Pin thì khả năng sẽ lại thê thảm như SE. So với Note 6 thì thua toàn tập.,0,
6053,6053,Thời gian giao hàng nhanh. Nhưng cảm thấy chất son không giún với cây son cũ của mình. Son này mình đánh lên ko bám môi mà cảm giác ướt không khô nổi. Son lên đúng màu,1,
6054,6054," Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh
Đủ 32 cọ thấy nhỏ bạn mua cũng y vậy mà 300 mấy. Chẳng biết của nó xịn hay của mình nhái. Nhưng mình là dân nghiệp dư vầy là ok rồi. Tks shop",1,
6055,6055,Chất ok. Đóng gói đẹp. Giao hàng nhanh. Tiếp tục ủng hộ shop,1,
6056,6056,Kg sử dụng được cho bếp từ như đã quảng cáo. Đề nghị trả hàng.,0,
6057,6057, Shop phục vụ tốt sản phẩm tốt,1,
6058,6058,Shop phục vụ rất tốt đóng gói cẩn thận dây sạc tốt. Nói chung mình thích :),1,
6059,6059,Cho shop 2 sao vì chuyện ảnh sản phẩm bán là dạng hộp sản phẩm shop gửi cho mình loại 50 gói/1kg lại là ảnh bên dưới mình chụp. Cao thơm uống đc.,0,
6060,6060,Sao lúc thấy có hộp lúc lại trong nilong cứng vậy ah? Ma sản phẩm k có mã vạch tìm cả trong và ngoài k thấy có mã vạch k giống chai trước mình mua co mã vạch ngay than chai,0,
6061,6061,Đẹp lắm shop ah Thank shop🤝,1,
6062,6062," Chất lượng sản phẩm tuyệt vời.  Đóng gói sản phẩm rất đẹp và chắc chắn.  Rất đáng tiền. 
Hàng chính hãng Anker fullbox đầy đủ hộp đựng. Đúng loại đúng màu và chiều dài. Quá hài lòng với hàng của shop. ",1,
6063,6063,Đây có lẽ là đôi giày mà mk mua online đáng tiền nhất cả về chất lượng và thời gian gian hàng. Có thể nói đây là đôi giày ngon và đẹp nhất trong tầm giá. Các bạn nên mua vì nó rất đáng tiền.,1,
6064,6064,Về nội dung mình cực kì ưng cái bụng. Ngắn gọn súc tích nhưng không kém phần sâu sắc.Nhưng về chất lượng sách quả thật tệ không muốn nói là tồi. Cầm quyển sách lên nhẹ hều. Giấy thì đen nhờ nhờ đọc ngứa hết cả mắt. Nhưng vì nội dung mà cố chịu đựng mà đọc cho hết. Bìa đẹp bao nhiêu thì giấy xấu bấy nhiêu. Cuốn 82k mà giấy còn đểu hơn cả giấy cuốn 44k (Nuôi dưỡng tâm hồn mở rộng kinh doanh ). Mình rất thất vọng với lần này của Skybooks. Vì với mình Skybooks luôn luôn là địa chỉ tin cậy để chọn sách cho nên lần này cầm cuốn này trên tay mà lòng đau như cắt nước mắt đầm đìa. Quả thực rất đau lòng mà...Ôi không xứng  huhuuhu,0,
6065,6065,Thời gian giao hàng rất nhanh. Đàn đẹp âm thanh không hay lắm. phù hợp với giá tiền,1,
6066,6066,Shop thông báo đã giao hàng 7h sáng hôm nayNhưng mình vẫn chưa nhận được gì. Mong shop giải thích giùm. Tks,0,
6067,6067,Size giày ko giống nhau. Bữa mình mua size bé 6m thì ok nhưng g cũng mua size 6m thì quá rộng. Nhưng sản phẩm chất lượng. Giày đẹp. ,1,
6068,6068,ko có mẫu nàygiao ko đúng mẫu còn chấp nhận đượcnhưng bị thiếu 1 chiếc đồng hồ dây lắcrút kinh nghiệm từ những lần mở cục hàng nên có clip ghi lại,0,
6069,6069,Sản phẩm rất ổn chắn chắn,1,
6070,6070,Chất lượng sách quá kém so với cái giá 165.000đ giấy mỏng màu như sách cũ. Thiếu thông tin về kích thước sách.,0,
6071,6071, Đóng gói sản phẩm rất đẹp và chắc dong ho dep nhu hinh,1,
6072,6072,Hoan hô Samsung. Gióng như đang nghe kể chuyện cổ tích vậy.,1,
6073,6073," Chất lượng sản phẩm tuyệt vời
Tuy là hàng sale nhưng date vẫn rất dài",1,
6074,6074,Nuts are amazing so fresh and yummy 😋,1,
6075,6075,Máy tính này ở mình bán chỉ có 420.000đ thôi giá chưa giảm,0,
6076,6076,Thời gian giao hàng nhanh mình mới sử dụng thì thấy có vẻ người bị nổi mụn nhiều hơn hay do mình không hợp với sản phẩm này. ,0,
6077,6077,Giày cực đẹp  rất ưng ý,1,
6078,6078,Mình đặt tone tự nhiên 3 bao gồm kem che khuyết điểm 20 kem nền 220 phấn phủ 220. Shop giao kem che khuyết điểm 25 kem nền 230 phấn phủ 235. Shop cho người thu hồi để đổi lại sản phẩm nhưng sản phẩm gửi vẫn là hàng giao nhầm trước đó. Có vẻ như shop không biết rút kinh nghiệm xem thường khách.,0,
6079,6079,Đây là quyển đầu tiên trong series MacCoinich được Bách Việt PR khá nhiều nên mình cũng rất hóng. Nhưng đọc nữa đầu câu chuyện mình cảm thấy khá thất vọng. Với một tính cách và sự thể hiện bóc đồng như thế việc Tara xuất hiện và ở lại tham gia đến hết buổi lễ Phục Hưng là khá ngượng ép dù lý do được đưa ra là vì cô bạn thân Cassy đi nữa mình cứ có cảm giác là cô phải có mặt ở đó chỉ để gặp nam chính. Mặc khác một các phân đoạn được tác giả kể chuyện từ nhiều góc độ nên câu chuyện không còn gây tò mò cho mình như lẽ ra nó phải thế ở thể loại time travel. Thêm nữa có thể vì đây là quyển đầu tiên nên tác giả dành nhiều thời gian để giới thiệu chung khá nhiều.Câu chuyện bắt đầu khá hơn từ lúc Tara bị Ducan và Fin đưa về thế kỷ 16. Và kết thúc gây làm mình hiếu kỳ muốn đọc tiếp quyển sau để xem chuyện gì đã xảy ra với Myra khi cô du hành đến thế kỷ 21 liệu Lizzy và Fin có phải là cặp đôi tiếp sau đó.,0,
6080,6080,Đai chắc chắn. Hài lòng.  Chất lượng sản phẩm tuyệt vời,1,
6081,6081,Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém Shop phục vụ rất kém Rất không đáng tiền,0,
6082,6082,Đẹp nhưng dễ vào nước quá. Rửa nhẹ qua nc đã vào rồi. Chết ngay sau 3h.ko dùng dc luôn,1,
6083,6083,"ừ thì là mà quá tuyệt vời....
 Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền",1,
6084,6084,Mình mua máy được 1 tháng nhưng để nhà do đi công tác nước ngoài về mở sử dụng thì đèn bên máy nước nóng không sáng bên nước lạnh thì hơi mát mát chứ cũng không lạnh đọc 2 cmt trên thì thấy hình như sp này hơi lỗi nhé Tiki.,0,
6085,6085,đặt 1 đường. giao 1 nẻo. hàng thì lỗi cạn lời,0,
6086,6086,k hài lòng vì đã ghi chú là màu xanh hình cá heo rồi mà gửi màu hồng con mình con trai mà về con k thích chê màu con gái,0,
6087,6087,"Sony Z các đời 1- 5 hay bị lỗi nguồn, hết kiệt pin sạc lại không vào phải dung kích và sạc qua 1 đêm, màn hình hay bị cháy loang trắng ngay cạnh phím nguồn, các nắp thẻ, sim ở cạnh hay bị rơi ra do gioăng cao su hư,...còn rất nhiều lỗi các bạn",0,
6088,6088, Chất lượng sản phẩm rất kém  -.- ae mua nhớ kích lên 2 size so vs quy chuẩn  vải mỏng vl  mua r đéo có chuyện trả lại đâu hết,0,
6089,6089,cay quá ,1,
6090,6090," Chất lượng sản phẩm tuyệt vời Rất đáng tiền
Sản phẩm y hình nc ưng ý",1,
6091,6091,Apple đã cạn ý tưởng rồi. Không còn gì thú vị nữa. Thời kỳ huy hoàng sắp đi xuống rồi :),0,
6092,6092,đồng hồ mạ tróc ra mau đồng liên hok nên mua,0,
6093,6093, Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn.,1,
6094,6094, Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ khá tốt Rất đáng tiền,1,
6095,6095, Chất lượng sản phẩm kém hàng da giả. Sơn lên. Đi dc chắc vài lần. Dính mưa coi như hỏng luôn.,0,
6096,6096,Tiền mất tật mang thiệt chứ. Mua làm quà mà xấu hổ luôn. Hạt thì nhỏ còn hư hỏng k ra gì hết trong khi đó đã nhắn tin trước nhờ lựa hạt giúp báo ngày sau giao vì cần thời gian lựa. Nói thì hay lắm,0,
6097,6097,Sản phẩm sử dụng thích lắm không bị nhờn rít thấm nhanh ✌🏻,1,
6098,6098,Hàng đẹp. Đóng gói đẹp,1,
6099,6099,Mask nghe mùi tràm trà dễ chịu  đắp xong thấy da đủ nước  sáng! ,1,
6100,6100,Da cứng quá,1,
6101,6101,Ưng cái bụng lắm luôn. Cảm ơn shop nhiều nhiều. Hình sao ngoài vậy. Màu xinh dã man. Hihi,1,
6102,6102,Hàng ok nhưng giao hàng chậm quá nửa tháng trời 😌,1,
6103,6103,Sao k có box vậy shop nhưng mà k sao chất lượng sp đẹp đánh bật tất cả😂😂,1,
6104,6104,Như con cặt -_- shop này như shit,0,
6105,6105,"Đây là cuộc chơi đầu tiên của offroad Vietnam ra thế giới nói chung , mong các bạn sẽ đem vinh quang về cho đội nhà. .",0,
6106,6106,"Mình mua 2 combo 1 cho bé trai và 1 cho bé gái với 2 size khác nhau. Đã chọn lúc mua cu thể rồi còn chat với shop nữa.
Shop gửi cho cả 6 áo bé trai đều size 1.",0,
6107,6107,Chất lượng sản phẩm tuyệt vời  Shop phục vụ rất tốt Rất đáng tiền  Thời gian giao hàng rất nhanh,1,
6108,6108,Đẹp quá ah đế dẻo nữa chứ,1,
6109,6109,Càng ăn càng thích Chất lượng sản phẩm tuyệt vời,1,
6110,6110,Đặt hộ mà giao 4 cái thì hỏng 1 cái để bị nói. Chán shop quá,0,
6111,6111,Thời Gian giao hàng........ Kinh khủng. ,0,
6112,6112,Hon ca mong doi hang giong hinh dep tu mau ma den chat luong luon,1,
6113,6113,Chả biết nâng cấp gì thì thôi đành nâng cấp ram để hút người tiêu dùng vậy.,0,
6114,6114,"Với giá tiền thì ok
Nhưng chắc đồ để lâu rùi háo mấy cái kim loại bị ham hết rùi",1,
6115,6115,Hình đẹp lung linh mà hàng thì ko giống hình đổi trả mất thời gian tốn tiền phí nói chung là ko đẹp ,0,
6116,6116," Thời gian giao hàng rất nhanh
Sp giống với hình ảnh. Ủng hộ shop thêm sau",1,
6117,6117,Sản phẩm mình mua ngày 4/5 đã thanh toán nhận hàng nhưng mở máy không lên nguồn gửi lại bên Tiki để đổi máy khác nhưng đến bây giờ ngày 19 vẫn chưa được đổi? Vậy kết quả của việc mua hàng online Tiki là thế này sao quá thất vọng.,0,
6118,6118,đẹp vừa lấy về test trận mưa lớn liềnkêdt quả ngoài mog đợiđi bơi vô tư ,1,
6119,6119, Chất lượng sản phẩm tuyệt vời  Shop phục vụ rất tốt Thời gian giao hàng rất nhanh mình hài lòng với sản phẩm cảm ơn shop,1,
6120,6120,Mua hoài mua hoài hehe,1,
6121,6121,Không giống như  hình,0,
6122,6122,"Chua dung nen chua bt chat luong .de e dung thu da
",1,
6123,6123,Giày đẹp chỉ sợ rách mấy lỗ xỏ giày thôi,1,
6124,6124,Ship rat nhanh. Shop đóng gói rất kĩ. Thanks shop,1,
6125,6125,Hàng nhái thương hiệu . chất lượng vất đi . bán lừa hàng chính hãng ,0,
6126,6126,"Đang xài redmi3 nè , nhôm nguyên khối chỉ kém là phần 3D hơi thấp",0,
6127,6127,"Kết quả là tổng hợp tội danh , anh ta bị xử phạt thật nặng , nghiêm khắc với mấy vạn tiền Đài !.",0,
6128,6128,San pham khong dung Nhu hinh mo ta la 2l va 1800w ma san pham la 1lit8 cong suat 1500w de san pham len 2l nhung giao hang k dung k trung thuc nen khach hang danh phai chap nhan lay gui lai sp thi mat phi ,0,
6129,6129,Chất lượng kém dây dễ bị đứt ,0,
6130,6130,Rất ưng ,1,
6131,6131,Sản phẩm không sử dụng được như đăng tải. USB khong kết nối dc và không nhận dc cuộc gọi rảnh tay trong xe,0,
6132,6132," Đóng gói sản phẩm rất đẹp và chắc chắn

Ưng ý vãi luôn. Trước mua trên này toàn thấy quảng cáo đúng size về mặc chật. Giờ mua của shop rất ok. Sẽ ủng hộ shop tiếp",1,
6133,6133,Shop bán hàng ko có tâm chỉ cốt bán được hàng. Hỏi size trước khi đặt hàng nói có khách mới đặt mà gửi size quá lớn. Bé 10kg gửi size 4 Sao mặc.  Chưa bao giờ đánh giá 1* cho shop nào nhưng ko thể chấp nhận kiểu làm ăn này được. Chẳng lẽ trả hàng shop. ,0,
6134,6134,Bình rất ok Thời gian giao hàng rất nhanh,1,
6135,6135, Chất lượng sản phẩm rất kém Chiếc lớn chiếc nhỏ  không cân xứng  Shop phục vụ rất kém,0,
6136,6136,"Ios thật là ổn định, cứ ra bản mới thì phải có vài lỗi để người dùng trải nghiệm.",1,
6137,6137,Nút home bị lỗi không sử dụng được,0,
6138,6138,Mình mua cả 3 hộp luôn mà chẳng có quà hic. Mình chưa xài nên k biết có hiệu quả k hy vọng là sẽ tốt ,1,
6139,6139, Chất lượng sản phẩm tuyệt vời. Bình sữa k có mùi lạ. Hàng chính hãng. Khay úp bình rất rộng. Mình hài lòng về chất lượng sp,1,
6140,6140,"Gửi thiếu gói trà thái 55k, bảo shop trả bằng card đt, đồng ý rồi bảo mua xong bảo bận hẹn đi hẹn lại không trả, có onl nhưng k rep. Đánh giá đúng 1* bắt sửa lại 
Không phải tiếc gì nhưng shop làm ăn kiểu này cũng ạ. Không có lần sau :)",0,
6141,6141,Sp bị lỗi. Xin dỗi trả rắc rối ,0,
6142,6142,Nhìn rất độc đáo và lạ.,1,
6143,6143,Thời gian giao hàng nhanh Shop phục vụ tốt hàng chuẩn ,1,
6144,6144,Lắp rắp ko chặt. Nếu cấm vào ổ điện cứng quá lức gỡ ra thì cục sạc sẽ bị sút ra. Sạc thì cũng dễ bị nóng. Ko an toàn.,0,
6145,6145,giao k dung mau k co ao cung mau nhu luc dat,0,
6146,6146,sao loa sạc pin k vào là bị gì ak mong nhận được phản hồi sớm nhất . mới mua1 ngày,0,
6147,6147, Chất lượng sản phẩm rất kem moi mua co may ngay Ma di khong dung gio moi nguoi dung co mua hang cua shop nua,0,
6148,6148,"
Đậu cua ăn ngon vị cũng ngon nốt bánh chia bịch nhỏ ăn rất tiện thích nhất vừa xem phim vừa nhai đậu 🤣",1,
6149,6149,Thiết kế viền màn hình và cạnh bàn phím dầy quá,0,
6150,6150,Dẹp Ok ,1,
6151,6151," Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt
Cảm ơn shop nhìu nhìu ❤❤",1,
6152,6152, Chất lượng sản phẩm tuyệt vời Có hơi trầy xíu nhưng nói chung tuyệt vời,1,
6153,6153,Với số tiền này mà mua đc sp này thì phải gọi là tuyệt vời.  Thời gian giao hàng rất nhanh. 👍👍👍👍👍,1,
6154,6154,áo gile đặt size 3 thì đi gửi size 4 làm ăn k có trách nhiệm. mũ len bảo cho trẻ đến 1 tuổi nhưng con mk mớ 8 tháng dc 8kg mà chật k ních nổi,0,
6155,6155, Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời tuy có sai màu mấy mẫu nhưng chất lượng ok shop tư vấn nhiệt tình và tận tâm. Shop phục vụ rất tốt ,1,
6156,6156,Chuột không xài đc,0,
6157,6157,"Chất lượng sản phẩm tạm được. Nhưng thái độ phục vụ của shop chưa được
",1,
6158,6158, Chất lượng sản phẩm tốt  đóng gói sản phẩm cẩn thận,1,
6159,6159,Miếng lón giày chỉ dk dán bằng miếng mút quá sơ xài trên hình ghi hàng Việt Nam! Chất lượng cao thực tế ko phải Da mềm nhưng hoi mỏng ,0,
6160,6160,Máy xay thịt Magic A-04 nên đổi lại tên là máy xay hành tỏi. Công suất quá yếu để xay thịt.,0,
