,data,label
462,Điều mà mình thích duy nhất ở quyển sách này là bìa sách đẹp mộc mạc nhưng nội dung sách lại thực sự gây thất vọng cho người đọc. Lời văn không có gì gây ấn tượng đối với mình những tình tiết tiết tình huống trong cuốn sách đi theo lối mòn dễ bắt gặp trong một số tiểu thuyết ngôn tình manga anime. Diễn biến truyện lại nhanh không có sự logic hoàn toàn có thể đoán trước được nội dung truyện. Mình thấy rất ngộ khi 1 tác phẩm bình thường như vậy lại có thể xuất bản thành sách trong khi lời văn chả có gì đặc biệt như mới chập chững viết truyện vậy! Qủa là thất vọng!,0
463,Shop rất rất nhiệt tình  sản phẩm chất lượng  đường may chắc chắn  ân  cần   Đóng gói sản phẩm đẹp. Rất vừa lòng ,1
464,Chất lượng Ok tuy nhiên sz ko chuẩn lắm bé hơn so với cân nặng. Đặt bộ bé gái giao bộ của bé trai. Đề nghị lần sau shop check lại đơn đặt hàng trc khi giao.,1
465,Sản phẩm k như hình vừa xấu thô,0
466,Hàng sử dụng oke.,1
467,Sản phẩm đẹp đóng gói cẩn thận mình rất ưng. Tuy nhiên cao su thì có hơi nặng 1 chút ;),1
468,Sản phẩm đep dễ thương giáo hàng nhanh,1
469,gửi sai size,0
470,Đóng gói sản phẩm rất xấu. Giầy móp méo mất form. Size giầy đánh là số 1... Chứ không theo hệ thống 3536... Thời gian giao hàng nhanh. Chất lượng phù hợp giá tiền,0
471,Chat dep,1
472,Giay ok  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
473,"Nó bị hở trên mũi giày nhưng ko biết làm sao để đổi hàng
Chiếc đầu tiên bị hở còn chiếc sau thì ko bị",1
474,Sp đến tay k đúng mẫu đã chọn,0
475, Chất lượng sản phẩm tuyệt vời. Giày rất đẹp giao hàng lại nhanh. Sau này tiếp tục ủng hộ shop.,1
476,"Đóng gói sản phẩm chắc chắn.
Dòng sạc ra khá ổn định.",1
477,Giày form hơi bé,1
478,Đẹp . còn chờ thời gian sử dụng,1
479, Thời gian giao hàng rất nhanh lúc đầu mở ra cứ nghĩ là nước😁 hy vọng sẽ có kết quả tốt thì sẽ ủng họ shop dài dài,1
480," Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh
Chị chủ tư vấn siêu dễ thương",1
481," Chất lượng sản phẩm tuyệt vời
Quá ngon",1
482,Kem danh bi bết . Ko bám ,0
483,Dép đi đau chân giá sale rồi vẫn đắt,0
484,Nhỏ hơn mình nghĩ chỉ đựng được ipad mini ipad thuong ko de dc túi hơi bé chỉ đựng đuọc sổ nhỏ. Hơi thấy vọng,0
485,OK đúng như ý mình. Rất vừa ý ,1
486,Về cái bìa xấu tệ thì không nói gì rồi nhưng cách trình bày bên trong thì cũng phải nói là không được hài lòng lắm dù quyển novel to nhưng font chữ lại rất nhỏ và quá khít với nhau dẫn đến đọc lâu rất dễ bị mỏi mắt.Mong sau này Nhã Nam sẽ tái bản trình bày lại từ A-Z,0
487,Vỏ khôg chắc chắn mấy màn hơi xước không có dán màn hình không đúng sạc. Còn lại ok,1
488, Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Rất đáng tiền,1
489,giày đep y hinh mình mang hơi rộng chút nhưng cột chặt lại thấy ok :)) thanks,1
490,Huỷ trước khi shop giao cho ship để đổi màu mà shop k nhận đơn huỷ vẫn cố giao!,0
491,Chất lượng ok với tầm giá 119k.  Đóng gói sản phẩm chắc chắn.,1
492,Lúc nhận đc hàng thì nắp bị bung ra có kiến ở trong Đóng gói sản phẩm kém,0
493," Đóng gói sản phẩm rất
 đẹp và chắc chắn",1
494,Gửi hàng hơi lâu và nhầm màu ,0
495,Nói chung không thấy đẹp hơn và thấy bất tiện hơn ở chỗ ai nhỡ mua loa xịn rồi giờ không đổi điện thoại để lỉnh kỉnh giắc chuyển đổi.,0
496,Chất lượng sản phẩm tuyệt vời giá tốt! Gửi hàng nhanh hơn các shop khác rất nhiều.,1
497,Hàng chuẩn  Chất lượng sản phẩm tuyệt vời,1
498, Đóng gói sản phẩm rất đẹp và chắc chắn. Thời gian giao hàng nhanh. 50 mask là 50 loại khác nhau. Sẽ ủng hộ shop dài dài,1
499,Màu nhạt hơn so vs trên hình nên hơi thất vọng xíu màu số 15 đẹp hơn  Đóng gói sản phẩm rất đẹp và chắc chắn,1
500,Chất lượng kém quá. Mới sử dụng được 2 tuần đã hư rồi.,0
501, Shop phục vụ rất tốt  tư vấn nhiệt tình. Sp chưa dùng thử nhưng đóng gói đẹp.  Rất đáng tiền,1
502,Chất lượng sp tốt nhưng giao hàng thế nào lại giao thiếu cho mình băng đô. ,0
503, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm  bị rách  Thời gian giao hàng rất nhanh,1
504,Mua khói ra rêu mà cũng đẹp 😂😍,1
505,ko giống hình gi hết chụp hàng thiệt mà bán hàng giả thử coi tức ko.. làm ăn sống nhăn vậy....,0
506,Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt nhưng thời gian giao hàng hơi chậm và đóng gói ko đẹp lắm,1
507,không ổn cho lắm. khó sữ dụng. đầu + (dương) vào bình điện . bị xúc ra khi nhận hàng.,0
508,Thấy mấy bác hô hào mua em ấy nhiều lắm mà sao vẫn ế. Hay vẫn hài lòng với htc m7 giống như iphone 5s thay vì mua 6s.,0
509,Máy này lực hút quá nhẹ k hút dc gì. Phí tiền ,0
510,Mùi thơm shop tư vấn cho m thêm chai nữa nhé,1
511," Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh
Tạm thời mình thấy rất ổn phải dùng thời gian mới biết được",1
512,Chất lượng sách k như mong đợi. mình nghĩ mua ở Tiki là đáng tin. nhưng...,0
513,Bấm siêu cùn và long xòng xọc lên như răng bà lão ấy 😭 chắc chỉ để làm mica chìa khoá thôi chứ cắt móng tay mà phải ấn ấn mấy lần mãi mới đứt 😭 đc cái đóng gói chắc chắn và hình cute,0
514,Hàng rất ưng ý! Sẽ ủng hộ shop nhiều hơn mỗi tội ship ra Hà Nội xa nên hơi lâu xíu,1
515,Shop đóng gói cẩn thận lại còn đc nhận thêm quà. Mới dùng sp thôi nên m cảm nhận là khá thích. ,1
516, Chất lượng sản phẩm tuyệt vời. Rất ưng ý. Thanks Sablanca!,1
517,Ưng lắm ạ. Còn có cả phiếu bảo hành tặng voucher nữa <3 ,1
518, Nồi rất mỏng mới nấu lần đầu nhưng đã tróc hết lớp chống dính chỗ lỗ thoát hơi thì chảy đầy nước ra mặc dù mình nấu rất ít. Với số tiền như vậy thì không đáng mua chút nào,0
519,Mua 3 cái áo cùng là size M mà lại có 3 cỡ khác nhau. Mọi người mua hàng lưu ý size không đúng thực tế xíu nào cả nha. Shop phục vụ rất kém Rất không đáng tiền,0
520,Sp tệ lắm. K như hình ,0
521,Lần thứ 2 mua của shop sau 9 tháng thì lần này đóng gói chuyên nghiệp hơn ạ :)),1
522,"Bộ thứ 2 vẫn tốt
",1
523,"rất phù hợp vs mấy đứa thích Balenciaga Triple S mà ko đủ tiền mua hàng REP vs hàng AU như t =))
 Chất lượng sản phẩm tuyệt vời , y hình mà do cam điện thoại hơi thảm nên vậy =)) 
chị chủ thớt cũng vui tính vs tốt bụng nữaa",1
524,Sản phẩm không an toàn quá nguy hiểm cho người sử dụng. Không đáng để mua sp này. Quá sai lầm khi mua,0
525,Chất lượng sản phẩm tuyệt vời Rất đáng tiền Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,1
526,Giao cái màu xấu gì đâu . ,0
527,Tai nghe khá to rõ có điều mic thì khá nhỏ.,1
528,ban hang sai roi danh gia lam j.,0
529,Mịn che phủ khá dễ tán đều màu mùi hơi nồng. Nói chung ổn so với mặt bằng cùng giá,1
530,Vẫn như lần trc!  Đóng gói sản phẩm rất đẹp và chắc chắn,1
531,Khô gà ngon vừa miệng  Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,1
532,Tệ xấu ko bỏ vừa sp,0
533,Shop giao hàng nhanh đóng gói cẩn thận bảng mắt lên màu đẹp dù rẻ nhưng chất lượng tốt.,1
534,Giày da đẹp đáng tiền,1
535,Hàng rất chất lượng shop nhiệt tình giao hàng rất nhah,1
536, Chất lượng sản phẩm kém Không đáng tiền Thời gian giao hàng chậm,0
537, Thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời!,1
538,Shop phục vụ rất kém Rất không đáng tiềnGiao thiếu không nói với khách khách kêu bù lại ko bù biểu đặt thêm mới bù xin số điện thoại bảo nạp tiền bù rồi không nạp. Buôn bán phải để người ta quay lại với mình đừng để người ta quay lưng với mình shop nhé. Không bao giờ mua thêm.,0
539,"giao hàng sai màu, đã hỏi rất kỹ, xác nhận có màu tím khói rồi nhưng khi giao thì không phải, giao tím thường. 
Đây nhé thanhoi989 con đĩ mẹ của mày ngu thì im đi con chó.",0
540,bình giữ nhiệt mà k giữ nhiệt gì cả... thất vọng về sản phẩm,0
541,"HTC nghĩ sao với vị thế của hãng mà tự tin áp mức giá này? HTC 10 có thể là một chiếc phone tốt, nhưng với giá bán này doanh số sẽ thảm hại.",0
542,Dù shop đã sửa lại phân loại hàng không như ban đầu nhưng qua đó cũng là bài học nên cẩn thận kiểm tra đúng sản phẩm khách hàng MUỐN sở hữu chưa. Và giá cả cũng cần xem lại. Mua hàng qua mạng là đã giảm chi phí thuê cửa hàng phí dịch vụ cho gian hàng của bạn rồi nên làm ơn lưu tâm với khách hàng nhé,0
543," Chất lượng sản phẩm kém.
 Không đáng tiền Không đáng tiền.
",0
544,"mk mua màu số 2 nhìn ảnh thì là màu cam. khi đánh lên lại là màu hồng.giao hàng nhanh. nh chất lượng k đc như yêu cầu, son rất khô
đúng là hình ảnh chỉ mang tính chất minh họa",0
545, Thời gian giao hàng chậm Không đáng tiền,0
546,"Em yêu yêu đã ngủ chưaAnh yêu yêu cũng mới vừa ngủ xong
Nến yêu yêu cháy trong phòng
Tình yêu yêu chảy trong lòng yêu yêu...""""
Đây là đoạn mà mình ấn tượng nhất của tác phẩm ! 
Đơn giản vì có khá vần hay và dễ thương :)
Còn lại thì mình vẫn chưa ưng ý cho lắm ! Chú Mèo Gấu khá lụy tình ! Đến nỗi chả buồn bắt chuột và cứ uể oải, mỏi mệt, chán nản, mình đọc mà cũng muốn mệt theo ! Rồi chi tiết mèo kết thân với chuột, tình thương, tình bạn giữa mèo và chuột, thứ tình cảm dường như chẳng thể nào xảy ra ! Nhưng mình nghĩ, lí do để có thứ tình cảm này là do Mèo Gấu """"vì tình chán chuột"""" hay không ? Nếu như Mèo Gấu và Mèo Hoa đang yêu nhau, ở bên nhau thì liệu chú Mèo Gấu có bắt vài con chuột làm quà cho Mèo Hoa không nhỉ ? :) Và ở đây hơi nhiều đoạn tình cảm mà mình nghĩ không cần thiết ! Cái kết thì khá là """"phũ"""" với Mèo Gấu ! Từ đầu đến cuối, truyện dường như bị một bầu không khí u ám bao trùm ! Nếu có thì cũng chỉ có vài tia sáng yếu ớt mà thôi! Chung lại thì cuốn sách này khá là nhạt, chưa sâu sắc, chưa để lại dấu ấn gì nhiều trong lòng mình ... Đây cũng chính là nguyên do mà mình chỉ ấn tượng với mỗi đoạn thơ nêu trên :) 
Là cảm nhận của riêng mình thôi nhé ;)",0
547, Shop phục vụ rất tốt  Rất đáng tiền Thời gian giao hàng đúng yêu cầu khách hàng. Rất thích ủng hộ shop,1
548,Hàng về nhanh. Giày đẹp.  Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh,1
549,thiết kế như bùi mua về éo lắp đc,0
550,Mình đặt hộ hàng xóm 3 chiếc nồi. Thật sự ko phải là buôn bán gì nhưng mà bây giờ vỡ như vậy thì biết phải làm sao? Ai sẽ chịu trách nhiệm cho vụ này??? 1 vết vỡ và 1 vết rạn nứt.,0
551,Giấy quá mỏng đọc khá là đau đầu. Tên riêng dịch ra tiếng việt đọc hơi... :( Mình thấy mọi người khen nhiều nên mới mua thế mà... thất vọng quá :(,0
552,nói không đẹp thì là nói dối><,1
553,"Tôi cho rằng hiện nay chưa làm đường sắt cao tốc là đúng , cần tập trung đầu tư vào những lĩnh vực nhằm nâng cao đời sống của nhân dân , như : điện , nước , làm cầu cho vùng sâu , vùng núi thì hợp lý hơn .",0
554," Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn
Chỉ 1 từ ' đẹp'
Cảm ơn shop",1
555, Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời. ,1
556,Check code son 3ce k ra sản phẩm! ,0
557, Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Rất đáng tiền Rất đáng tiền Rất đáng tiền,1
558,Sử dụng 1 tuần rồi mụn vẫn chưa xẹp,1
559,Đã mua cái thứ 2. Nói chung là very nice 🌸,1
560,Mua được serum với giá 0đ hàng rất tốt gói hàng kỹ và giao hàng nhanh chóng dù giá trị đơn hàng chỉ vài chục nghìn. Cảm ơn shop sẽ tiếp tục ủng hộ shop😘😘,1
561,đèn lắp vào xe mình sao yếu quá vậy shop ơi chán quá đi thôi mình trả lại vậy shop ạ,0
562,Sản phẩm dùng chán chưa đi được 1 tiếng đã bay hết hạt ở cổ chân,1
563,Dùng vài hôm vỡ mặtchất lượng kém,1
564, Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh chưa thử nên chưa đánh giá được chất lượng! ,1
565,Chuyển hàng chậm thời gian 3 ngày sản phẩm đóng gói bị cắt mác ở thùng. Máy bên trong thấy khác ko như in trên thùng. Chết lượng phải có thòi gian mới biết . dù sao cũng cho 1 sao,0
566,Nồi bị méo  chất lượng kém.cắm từ sáng đến trưa nồi cháo chưa sôi,0
567,Chủ shop nhiệt tình.tốt bụng. Chất lượng sản phẩm tuyệt vời.rất đáng đồng tiền Thời gian giao hàng rất nhanh,1
568, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh ,1
569,đầm xấu quá cũ  không giống hình đường may cẩu thả,0
570,Lần nào mua hàng của shop cug rất nhanh và hài lòng,1
571," Chất lượng sản phẩm tuyệt vời
Vừa zin không bị che hay thiếu phần nào...",1
572,Ok . Hàng tốt,1
573,Bánh ngon nhưng giao hàng lâu quá,1
574,Chất lượng hàng k được tốt da giày mỏng mũi giày méo mó nhìn chất da rất đểu ảnh khuông như hình mình không hài lòng ,0
575,Tôi đặt mua 1 main máy tính và 1 thanh RAM. Giao cho tôi main cũ ram cũ đóng teen sét chà chùi lại cho sáng sáng. Cũng mai là main và ram còn chạy. Nếu không tôi không biết nói sao nữa. Làm ăn gì mà kì vậy. Main ram như vậy mà dám giao cho khách.,0
576, Chất lượng sản phẩm kém giao hàng thiếu! Liên hệ không trả lời! Shoop vô trách nhiệm.,0
577,Chất lượng sản phẩm rất kém k giong hang that bàn ủi k nóng lắm ,0
578,Bạn shop gói ghém cẩn thận.  M mở hàng như mở quà vậy.  Cứ xúc động sao ấy.  Cảm ơn shop nha. ,1
579,Không có pin .chạy 2viên pin .hơi dở Đóng gói sản phẩm rất đẹp và chắc chắn,1
580,. Hơi nhỏ? ,1
581, Thời gian giao hàng rất nhanh  Đóng gói sản phẩm rất đẹp và chắc chắn.,1
582,hộp đựng cũ. Bụi bám đầy đèn. trông giống đèn cũ.,0
583,Hàng rất ok. Ủng hộ lâu dài. ,1
584,Đang dùng mx1. Cũng ngon nhưng chưa đầy năm mà đã 3 lần tháo ra thay 3 nút bấm rồi. May còn lột được từ máy khác mà bỏ vào!,0
585,"không tìm được bất kì lỗi nào để chê nhé.Vải mịn, dày, thấm hút tốt. Sẽ theo dõi shop, hóng chương trình của shop (￣▽￣).
 Shop phục vụ rất tốt . Thời gian giao hàng rất nhanh",1
586,Giày đẹp nhưng shop giao hàng quá lâu. Giá OK không chê,1
587,Nhìn chung là ưng ý. Còn chưa nấu thử nên k biết chất lượng như nào. ,1
588,K kiểm tra hàng trc khi giao mình mua 3 chai mà chỉ có 2 chai sd đc,0
589,Chất lượng sản phẩm ngọt ,1
590,Khá ổn Chất lượng sản phẩm kém. Dây da xấu.mặt cũng ko đưpj vậy. Hàng giả,0
591,Màu xanh của note7 đây mà,0
592," Chất lượng sản phẩm tuyệt vời
Chủ shop hỗ trợ rất nhiệt tình
Máy rẻ mà chất lượng quá là tốt
Mua cái này là cái thứ 2 rồi
Được tặng cả ốp lưng và dán cường lực rất đẹp
 Thời gian giao hàng rất nhanh",1
593,Vừa mua có mấy hôm đã hỏng dây cắm!,0
594,Chèn ơi mặc không được ,1
595, Shop phục vụ rất tốt. Thời gian giao hàng rất nhanh. Cảm ơn shop nhiều,1
596,Mùi thơm dễ chịu k bết tóc chỉ có điều giao hàng chậm,1
597,Vỏ son hơi sấu Chất lượng sản phẩm tuyệt vời,1
598,Đóng gói cẩn thận chất lượng ok,1
599,Đề có khuyến mãi mà giao trong hoá đơn không có! Đề nghị tiki xem xét lại,0
600, Đóng gói sản phẩm rất chắc chắn. Sản phẩm rất dày dặn. Thời gian giao hàng rất nhanh.,1
601,Đẹp hợp lý .,1
602,Đóng gói sản phẩm kém. Gửi hàng chậm .sản phẩm chưa dùng chưa biết thế nào nhưng dự là k ổn.,1
603,Tôi vừa đặt mua sản phẩm này và tiki đã giao hàng đến nhưng không có quà tặng kèm. Thất vọng!,0
604, Chất lượng sản phẩm rất kém giao hàng không đúng mẫu,0
605, Chất lượng sản phẩm rất kémSản phẩm lỗi. Khổ cho đổi. Đặt màu đen giáo màu trắng,0
606,Shop giao hàng hơi chậm . Sp giá rẻ  chất lượng tốt  madu lên môi rất xinh,1
607,chịu lực hơi kém,0
608,Moi nhan duoc Hang ngay hom quahom nay bom thu thi bom ko duoccan shop doi hang dum minh,0
609,Bỏ sim vào dùng được lun. Không biết có đủ 12 tháng ko!,1
610,ngon chất lượng,1
611,Lần đầu tiên đeo phải 1 tiếng mình ms đeo được! Thấy nhiều bn bảo đeo cộm nhưng mình lần đầu đeo chẳng thấy cộm gì cả!Mỗi tội k biết đeo nhanh thôi!đeo k cộm tý nào nếu bn nào đeo đúng chiều nhé! Vì mình đi chụp ảh cưới mà bên trang điểm đeo cho cộm kinh khủng luôn!mua của bn này chả thấy cộm tý nao,1
612,Rất đáng tiền đẹp gắn vừa khít.... mỗi tội ship lâu pà cố !,1
613,Hài lòng với sản phẩm của shop.🖒,1
614,Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt nhưng đóng gói ko chắc chắn lắm nếu bị cấn có thể gãy ốp. Chất lượng OK sẽ ủng hộ shop,1
615,Hàng đẹp quá👍👍👍 Chất lượng sản phẩm tuyệt vời,1
616,Hình lệch xấu. Mẫu khác mẫu shop đưa ra,0
617,Đồng hồ bị hư dây đồng hồ thì k có khoen. Kính đặt 5 cái thì giao sai 2 cái1 cái bị xướt. Ib k tl. Thật bực mình,0
618,"ai đã xài HTC rồi thì mới có ý kiến,chỉ vì thích khoe bản thân nên ráng chọn hàng thời thượng thôi, ngay tôi cũng vậy nhưng vẫn giữ em HTC để ở nhà bền lắm vật lên vật xuống có chịu hư đâu",1
619," Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh
Tuy nhiên máy quay bằng nhựa nên dễ bể...
5*",1
620,Chất lượng tốt đóng gói đẹp chắc chắn tuy nhiên sp có chút xíu bị trầy nên hơi tiếc. Bạn shop nhiệt tình tư vấn kỹ. Đặt hàng tối hôm trước sang hôm sau đã nhận được hàng. Cảm thấy khá hài lòng.,1
621, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn hàng tốt  giá rẻ OK  lắm ,1
622, Shop phục vụ  tốt. Sp ok,1
623,Mua đồ bé gái mà hơn một nửa đồ bé trai. Thất vọng,1
624,Giày giống hình nhìn cưng lắm shop. Rất chắc chắn nữa. Sẽ ủng hộ shop dài dài.  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
625,"Balo siêu xinh luôn!
 Shop phục vụ rất tốt",1
626,chat luong san pham kem. hang xau. k bang hang o chợ.,0
627,. Thời gian giao hàng rất chậm,0
628,Đồng hồ đẹp ,1
629, Shop phục vụ rất kém Chất lượng sản phẩm rất kém.Moi nguoi tranh mua hang cua shop nay nha. Mua xe tap di cho con ma xe con toi đi không đuoc ngoi khong đuoc ma khong chiu đổi trả lai tiền cho toi. Khiếu nai thi diện lý do hàng khong bi lỗi khong bi vỡ khong chiu đổi tra  Rất không đáng tiền,0
630,Màu ưng ý ạ,1
631, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. Nhung ao hoi nho. Con minh hon 9kg minh mua size 12 va 14 kg nhung mac hoi chat.,1
632," Đóng gói sản phẩm rất đẹp và chắc chắnq

 Thời gian giao hàng rất nhanh
Sẽ ủng hộ shop dài 😉",1
633,màu kem quá tối da mình ko trắng nhưng màu kem thoa lên còn tối hơn màu da loại kem này ở shop bán có các tone màu khác nữa mà ở đây chỉ có 1 tone tối,0
634, Chất lượng sản phẩm tuyệt vời. Đẹp. Giá rẻ,1
635,Â Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời,1
636, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.tuy hơi chậm nhưng cũng ok rồi,1
637," Chất lượng sản phẩm tuyệt vời
Giao hàng hơi lâu còn lại ok
Thanks shop
",1
638, Thời gian giao hàng rất nhanh . Hàng giống như hình mô tả . đóng gói cẩn thận,1
639,Tin tưởng shop mà shop làm ăn thế này đây. Hộp bong tróc loang lỗ như bị dính nuớc. Shop cố tìh gửi cho khách hàng chứ không phải do vận chuyển. Nt phản hồi shop k thèm trả lời,0
640,Shop đổi dùmmmm,0
641,Hàng fake nhé! ,0
642, Chất lượng sản phẩm tuyệt vời .Đóng gói sản phẩm rất đẹp và chắc chắn .Shop phục vụ rất tốt Shop phục vụ rất tốt .Rất đáng tiền .Thời gian giao hàng rất nhanh. Ck mình rất thíchnhìn đẹp. Cám on shop nhiều có nhu câu sẽ ủng hộ tiếp :),1
643,-thử mạng viettel mobi vina đều chậm.phí tiền quá đi  Chất lượng sản phẩm rất kém. Đóng gói sản phẩm rất kém.  Rất không đáng tiền,0
644,Nhanh + uy tín,1
645,Hàng chờ cả tuần mới được nhận lâu hơn cả mong đợi. Hôm qua vừa được khui seal và xài thử cho đến sáng nay thì bị sập nguồn sau khi có cuộc gọi đến. Đã gọi lên hotline của Tiki để giải quyết giờ thì chờ đợi tiếp.,0
646,màu 08 cực đẹp,1
647,"Haiz, bảo mật để làm gì? Trong khi phần lớn người tiêu dùng phổ thông cần đến là ngon, bổ và rẻ, đang chờ cập nhật OS 10.3.3 cho con Z30 mà đã leo cây cả tháng rồi, có ai như tui không?",0
648,Giầy chất liệu đế cao su chất liệu da rất tuyệt ổn với giá tiền. Giao hàng nhanh từ Hà Nội vào Sài Gòn Ai ở Sài Gòn có thể tin tưởng chọn mua. Thanks Shop.,1
649,Đep ,1
650,Dễ gây nghiện dù rằng nó dẻo quá quy định làm răng hơi thốn.,1
651,Chất lượng sản phẩm tuyệt vời - Rất đáng tiền - CHất liệu đẹp mềm mịm và đặc biệt là giao hình rất kute (mình mua 6 yếm thì đc 6 mẫu khác nhau) ^_^ ủng hộ shop dài dài và mong nhận được nhìu ưu đãi của shop,1
652,Sản phẩm được đóng gói kỹ. . Đun sôi trong 6 phút nhựa và kim loại bề mặt nhìn đều rất ưng ý. Có bảo hành 12 tháng nữa. Hàng VN nữa. Viết bài để người mua sau biết sản phẩm nào tốt mà xài.,1
653," Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền
Bé con rất mê bánh này thks shop",1
654,Giao hàng nhanh nhưng sản phẩm kh phải màu đen :((,1
655,"Chất lượng tốt..
 Chất lượng sản phẩm tuyệt vời",1
656,ko có hướng dẫn toàn chữ tàu khựa chơi liên minh ko đc đt shop éo bắt máy,0
657,Hàng đẹp lắm. Nhưng form hơi to. Em mang 36-37 mà đặt 37 bị rộng quá rồi huhu,1
658,Mua dùm thôi mà nghe dở lắm nhìn yếu lắm ,0
659, Shop phục vụ rất tốt vui vẻ,1
660," Đóng gói sản phẩm rất đẹp và chắc chắn
Review 30/8
Sau 2 tuần sử dụng Srm không hợp với mình. Da khô căn nhất là 2 bên cánh mũi. Má và phần quanh miệng nổi nhiều mụn😭. Bạn nào da nhạy cảm như mình nên cân nhắc trước khi dùng nhé!",1
661,"Ko thích hàng TQ nhưng phải công nhận là 2 mẫu laptop này rẻ, đẹp, tính năng trên lí thuyết quá hấp dẫn! Thực tế thì ko biết vì chưa trải nghiệm!",1
662,Mật ong thật xin cảm ơn,1
663,mọi ng xem ảnh mình kèm theo và đơn mình mua sẽ biết giao k đúng mẫu chứng tỏ shop này thế nào rồimọi người tránh shop này rađừng mua shop này  giao sai hàng k cho đổicho số đt cũng thuê bao luôn k phản ánh đcgiao sai mà bên ngoài thì ghi đúng đơn hàng để lừa khách lấy hànglừa đảo,0
664,giao khong đúng như mẫu xấu,0
665, Rất đáng tiền  đóng gói không đẹp lắm,1
666,Chưa dùng nên chưa biết :))),1
667,Shop đừng nói do vận chuyển thùng nguyên nhưng bên trong móp hết,0
668,Bộ phím số không xài được loạn phím hay bị mất kết nối với máy tính,0
669,"Hay lắm, máy tính bảng treo tường, ý tường đột phá nhất trong năm 2015",1
670,Bảo shop gửi màu nâu shop lại gửi màu đen.,0
671,k phải hàng chính hãng. xài k có kết quả khác xa so với chính hãng,0
672,cân nhắc trước khi mua.nội dung truyện hết 80% là về chuyện quan hệ tình dục nhưng miêu tả mơ hồ dễ nhàm chán,0
673,"  Đóng gói vận chuyển ko ổn bị móp vỏ
",0
674," Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh
Bàn phím đẹp mê ly, led sáng, font to. Có 1 số ít phím gõ nặng hơn 0.5gr. Nhưng với giá 450k thì quá ngon cho 1 keyboard cơ giá rẻ. 
Đặt 2 cái 1 cái bị lỗi 1 phím nhấn tự động. Shop kêu đem qua shop đổi cho luôn",1
675,Đặt ốp màu vàng giao hàng màu xanh,0
676,Quá đỉnh !!! Ôppo sẽ đánh tan iPhone vào 2018!!!,1
677,Hài lòng. Gắn vào sài đc ngay.,1
678, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn..tuy nhien vận chuyển giày bị móp méo ti,1
679,Sản phẩm bị lỗi.Dây bị hỏng ngay sau khi đeo vào tay.,1
680,Đã mua nhiều lần. Chất lượng khỏi bàn ,1
681,Giày đẹp giống hình ,1
682,dự kiến 12 ngày nhận đc hàng. Tận 6 ngày mới nhận đc,0
